MAGs,Kingdom,Phylum,Class,Order,Family,Genus
Co22_flye_high_cov_comebin_43009,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
Co22_flye_high_cov_comebin_64471_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_86144_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Arcicella
Co22_flye_high_cov_comebin_95943_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
Co22_flye_high_cov_comebin_97071,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,CAILHX01
Co22_flye_high_cov_concoct_107_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_159,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
Co22_flye_high_cov_concoct_164_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
Co22_flye_high_cov_concoct_190_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_221_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_24_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
Co22_flye_high_cov_concoct_33_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
Co22_flye_high_cov_concoct_40_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_56_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_102_sub,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,Flexicrinis
Co22_flye_high_cov_metabat_105,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
Co22_flye_high_cov_metabat_106_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
Co22_flye_high_cov_metabat_125_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
Co22_flye_high_cov_metabat_17,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
Co22_flye_high_cov_metabat_183_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
Co22_flye_high_cov_metabat_27_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_48,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
Co22_flye_high_cov_metabat_58_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M2408
Co22_flye_high_cov_metabat_90_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabinner_21_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
Co22_flye_high_cov_rosella_0_111_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
Co22_flye_high_cov_rosella_0_242_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_64_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_unbinned_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,GCA-2401735
Co22_flye_high_cov_rosella_153_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_272_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_307_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_110,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_172_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_176_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_224_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_391_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_3607,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
P1_contigs_comebin_36347_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_38_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_comebin_58_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,M30B25,M30B25,NA
P1_contigs_comebin_5_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P1_contigs_comebin_6830_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_comebin_81,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
P1_contigs_concoct_166_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
P1_contigs_concoct_170_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_182_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_3_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
P1_contigs_concoct_43_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_46_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_71_sub,NA,NA,NA,NA,NA,NA
P1_contigs_metabat_41_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
P1_contigs_metabat_50_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_metabinner_27_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_metabinner_33,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P1_contigs_metabinner_6,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_metabinner_8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P1_contigs_rosella_88_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_taxvamb_377_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_comebin_105182_sub,Unclassified,NA,NA,NA,NA,NA
P2_contigs_comebin_10_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
P2_contigs_comebin_28,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
P2_contigs_comebin_3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
P2_contigs_comebin_45488,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P2_contigs_comebin_79064,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
P2_contigs_comebin_91,Bacteria,Deinococcota,Deinococci,Deinococcales,JAAFIG01,JAAFIG01
P2_contigs_concoct_165_sub,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,JABFSX01
P2_contigs_concoct_170_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_211_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_51_sub,NA,NA,NA,NA,NA,NA
P2_contigs_concoct_70_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_concoct_87,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,CAILHX01
P2_contigs_metabat_7_sub,NA,NA,NA,NA,NA,NA
P3_contigs_comebin_28792,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P3_contigs_comebin_33_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
P3_contigs_comebin_50_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_56219_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_60_sub,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
P3_contigs_comebin_66,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
P3_contigs_comebin_78_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_108_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_140_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_151_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_183_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_metabat_19_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P3_contigs_metabinner_46_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P4_contigs_comebin_39,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P4_contigs_comebin_39184_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P4_contigs_comebin_47_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
P4_contigs_comebin_54_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P4_contigs_comebin_56137,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
P4_contigs_comebin_56_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
P4_contigs_comebin_60180_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
P4_contigs_comebin_86355_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P4_contigs_concoct_145,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium
P4_contigs_concoct_162_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_163_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_75_sub,Bacteria,Bacteroidota,Bacteroidia,Palsa-965,Palsa-965,GCA-2737665
P4_contigs_rosella_3_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_1116_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_13088_sub,NA,NA,NA,NA,NA,NA
P4_contigs_taxvamb_15_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
P4_contigs_taxvamb_551_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
P5_contigs_comebin_10,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P5_contigs_comebin_16776,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
P5_contigs_comebin_1_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYJL01
P5_contigs_comebin_20901_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P5_contigs_comebin_24627,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAMBDR01
P5_contigs_comebin_71113,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,SPCO01
P5_contigs_comebin_89_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Elsteraceae,Elstera
P5_contigs_concoct_158_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_metabat_2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
P5_contigs_metabat_50_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_rosella_0_41_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_taxvamb_140_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
after_final_contigs_comebin_118_sub,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
after_final_contigs_comebin_119_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
after_final_contigs_comebin_125_sub,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila
after_final_contigs_comebin_136_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,Chamaesiphon
after_final_contigs_comebin_138_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
after_final_contigs_comebin_14849,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA
after_final_contigs_comebin_171687_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
after_final_contigs_comebin_177_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_61098_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
after_final_contigs_comebin_62_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_comebin_72734_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
after_final_contigs_comebin_80_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
after_final_contigs_concoct_120_sub,NA,NA,NA,NA,NA,NA
after_final_contigs_concoct_122_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA
after_final_contigs_concoct_132_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
after_final_contigs_concoct_138_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_concoct_147_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_163_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_181_sub,Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_199_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Arcicella
after_final_contigs_concoct_228_sub,NA,NA,NA,NA,NA,NA
after_final_contigs_concoct_237_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
after_final_contigs_concoct_49_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
after_final_contigs_concoct_74_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_metabat_33_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,GCA-2401735
after_final_contigs_metabinner_17,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_metabinner_18,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
after_final_contigs_metabinner_24,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rhodoglobus
after_final_contigs_metabinner_53,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
after_final_contigs_metabinner_78_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
after_final_contigs_rosella_134_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
after_final_contigs_rosella_18,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,Flexicrinis
after_final_contigs_taxvamb_181_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_476_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_124_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_146_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
all_final_contigs_comebin_216,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
all_final_contigs_comebin_238_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_comebin_241856,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
all_final_contigs_comebin_241_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Aquisediminimonas
all_final_contigs_comebin_246_sub,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula
all_final_contigs_comebin_254_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
all_final_contigs_comebin_255597,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
all_final_contigs_comebin_260335,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
all_final_contigs_comebin_320_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_328581,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA5272,UBA11704
all_final_contigs_comebin_337746_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_348584,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
all_final_contigs_comebin_436_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_478733_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_50221,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_comebin_78336_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_80_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_127_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_concoct_149_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
all_final_contigs_concoct_152_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA
all_final_contigs_concoct_164_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_165_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
all_final_contigs_concoct_182_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
all_final_contigs_concoct_200_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_222_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_24_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
all_final_contigs_concoct_255_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_269_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_concoct_296_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_307_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_318_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_concoct_325_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_concoct_341_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_concoct_353,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01
all_final_contigs_concoct_44_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_4_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_concoct_55_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_73_sub,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,TH-plancto1
all_final_contigs_concoct_85_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
all_final_contigs_metabat_129_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_metabat_135_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_metabat_189_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_metabat_297_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_metabinner_144_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteraurantiacibacter
all_final_contigs_metabinner_163_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
all_final_contigs_metabinner_1_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_72_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_metabinner_83_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_16,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rhodoglobus
all_final_contigs_rosella_204_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_rosella_72_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
all_final_contigs_taxvamb_1188_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_1213_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_2699_sub,Bacteria,Deinococcota,Deinococci,Deinococcales,JAAFIG01,JAAFIG01
all_final_contigs_taxvamb_83_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_103_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
before_final_contigs_comebin_112818,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_114_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_15,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
before_final_contigs_comebin_164560,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
before_final_contigs_comebin_171115,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
before_final_contigs_comebin_171443,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
before_final_contigs_comebin_21,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
before_final_contigs_comebin_246_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_2650_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_34565,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_39346_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
before_final_contigs_comebin_50,Bacteria,Deinococcota,Deinococci,Deinococcales,JAAFIG01,JAAFIG01
